customer_id,first_name,last_name,email,phone,registration_date,customer_segment,marketing_consent
CUST1091,Anna,Garcia,annag@example.com,-2469,00:51.4,Premium,FALSE
CUST1092,William,Rodriguez,williamr@example.com,-4760,00:51.4,Standard,FALSE
CUST1093,Richard,Davis,richardd@example.com,-8864,00:51.4,Premium,TRUE
CUST1094,David,Williams,davidw@example.com,-6454,00:51.4,Premium,FALSE
CUST1095,Robert,Johnson,robertj@example.com,-8855,00:51.4,Basic,TRUE
CUST1096,John,Rodriguez,johnr@example.com,-6161,00:51.4,Basic,TRUE
CUST1097,Michael,Garcia,michaelg@example.com,-7774,00:51.4,Basic,TRUE
CUST1098,John,Brown,johnb@example.com,-4277,00:51.4,Premium,TRUE
CUST1099,Richard,Jones,richardj@example.com,-4150,00:51.4,Standard,FALSE
CUST1100,David,Hernandez,davidh@example.com,-8183,00:51.4,Basic,TRUE
CUST1101,Anna,Jones,annaj@example.com,-6253,00:51.4,Basic,TRUE
CUST1102,Michael,Williams,michaelw@example.com,-4580,00:51.4,Basic,FALSE
CUST1103,Maria,Davis,mariad@example.com,-10509,00:51.4,Premium,FALSE
CUST1104,Linda,Johnson,lindaj@example.com,-5867,00:51.4,Premium,FALSE
CUST1105,David,Davis,davidd@example.com,-8281,00:51.4,Premium,FALSE
CUST1106,Anna,Rodriguez,annar@example.com,-8199,00:51.4,Standard,TRUE
CUST1107,Robert,Smith,roberts@example.com,-9426,00:51.4,Premium,FALSE
CUST1108,Emma,Rodriguez,emma.rodriguez@example.com,-11222,00:51.4,Premium,FALSE
CUST1109,William,Garcia,williamg@example.com,-10737,00:51.4,Basic,TRUE
CUST1110,Jennifer,Hernandez,jenniferh@example.com,-5405,00:51.4,Premium,TRUE
CUST1111,Thomas,Hernandez,thomash@example.com,-8123,00:51.4,Basic,TRUE
CUST1112,Emma,Rodriguez,emmar@example.com,-8420,00:51.4,Premium,FALSE
CUST1113,Richard,Miller,richardm@example.com,-4050,00:51.4,Premium,TRUE
CUST1114,Richard,Gonzalez,richardg@example.com,-2439,00:51.4,Basic,TRUE
CUST1115,Sarah,Johnson,sarahj@example.com,-7564,00:51.4,Premium,FALSE
CUST1116,Richard,Miller,richardm@example.com,-8416,00:51.4,Basic,FALSE
CUST1117,Sarah,Miller,sarahm@example.com,-7920,00:51.4,Premium,FALSE
CUST1118,Lisa,Rodriguez,lisar@example.com,-9480,00:51.4,Basic,FALSE
CUST1119,Sarah,Williams,sarahw@example.com,-7724,00:51.4,Standard,TRUE
CUST1120,Linda,Miller,lindam@example.com,-4626,00:51.4,Basic,FALSE
CUST1121,Richard,Williams,richardw@example.com,-10440,00:51.4,Premium,FALSE
CUST1122,William,Martinez,williamm@example.com,-6615,00:51.4,Premium,TRUE
CUST1123,Lisa,Rodriguez,lisar@example.com,-8139,00:51.4,Premium,FALSE
CUST1124,Linda,Davis,lindad@example.com,-5721,00:51.4,Standard,TRUE
CUST1125,Anna,Johnson,annaj@example.com,-3712,00:51.4,Standard,FALSE
CUST1126,Maria,Martinez,mariam@example.com,-11376,00:51.4,Standard,FALSE
CUST1127,David,Martinez,davidm@example.com,-7466,00:51.4,Standard,FALSE
CUST1128,Jennifer,Miller,jenniferm@example.com,-9672,00:51.4,Standard,TRUE
CUST1129,Anna,Johnson,annaj@example.com,-11120,00:51.4,Premium,FALSE
CUST1130,David,Lopez,davidl@example.com,-3861,00:51.4,Basic,TRUE
CUST1131,Emma,Williams,emmaw@example.com,-7847,00:51.4,Premium,TRUE
CUST1132,James,Davis,jamesd@example.com,-8474,00:51.4,Standard,FALSE
CUST1133,David,Davis,davidd@example.com,-4166,00:51.4,Basic,TRUE
CUST1134,Linda,Hernandez,lindah@example.com,-2007,00:51.4,Premium,FALSE
CUST1135,John,Smith,johns@example.com,-8454,00:51.4,Basic,TRUE
CUST1136,Michael,Johnson,michaelj@example.com,-5637,00:51.4,Standard,FALSE
CUST1137,Michael,Jones,michael.jones@example.com,-5474,00:51.4,Standard,TRUE
CUST1138,James,Smith,jamess@example.com,-5137,00:51.4,Basic,TRUE
CUST1139,Lisa,Garcia,lisag@example.com,-7129,00:51.4,Basic,FALSE
CUST1140,Robert,Gonzalez,robertg@example.com,-6475,00:51.4,Premium,FALSE
CUST1141,Maria,Miller,maria.miller@example.com,-6404,00:51.4,Standard,TRUE
CUST1142,James,Gonzalez,jamesg@example.com,-3521,00:51.4,Premium,FALSE
CUST1143,Thomas,Davis,thomasd@example.com,-2596,00:51.4,Basic,FALSE
CUST1144,Maria,Miller,mariam@example.com,-7637,00:51.4,Premium,FALSE
CUST1145,Richard,Martinez,richardm@example.com,-10894,00:51.4,Standard,FALSE
CUST1146,William,Miller,williamm@example.com,-5879,00:51.4,Standard,FALSE
CUST1147,Richard,Smith,richards@example.com,-2672,00:51.4,Basic,TRUE
CUST1148,Maria,Rodriguez,mariar@example.com,-5802,00:51.4,Premium,FALSE
CUST1149,Anna,Johnson,annaj@example.com,-10941,00:51.4,Premium,FALSE
CUST1150,Thomas,Rodriguez,thomasr@example.com,-3825,00:51.4,Premium,TRUE
CUST1151,Jennifer,Garcia,jenniferg@example.com,-3583,00:51.4,Premium,TRUE
CUST1152,Emma,Brown,emmab@example.com,-7943,00:51.4,Premium,FALSE
CUST1153,Maria,Hernandez,mariah@example.com,-8808,00:51.4,Premium,TRUE
CUST1154,Lisa,Miller,lisam@example.com,-3586,00:51.4,Premium,TRUE
CUST1155,Maria,Williams,mariaw@example.com,-10063,00:51.4,Basic,FALSE
CUST1156,Richard,Davis,richardd@example.com,-6657,00:51.4,Basic,TRUE
CUST1157,Anna,Williams,annaw@example.com,-3520,00:51.4,Standard,TRUE
CUST1158,Thomas,Davis,thomasd@example.com,-9170,00:51.4,Basic,TRUE
CUST1159,Maria,Johnson,maria.johnson@example.com,-5361,00:51.4,Premium,TRUE
CUST1160,John,Johnson,johnj@example.com,-4513,00:51.4,Standard,FALSE
CUST1161,William,Gonzalez,williamg@example.com,-5228,00:51.4,Premium,TRUE
CUST1162,William,Rodriguez,williamr@example.com,-6284,00:51.4,Standard,FALSE
CUST1163,James,Jones,jamesj@example.com,-7564,00:51.4,Standard,FALSE
CUST1164,William,Jones,williamj@example.com,-10789,00:51.4,Basic,FALSE
CUST1165,Richard,Hernandez,richardh@example.com,-9022,00:51.4,Premium,TRUE
CUST1166,Lisa,Williams,lisaw@example.com,-3321,00:51.4,Basic,FALSE
CUST1167,David,Gonzalez,davidg@example.com,-3782,00:51.4,Basic,FALSE
CUST1168,John,Lopez,john.lopez@example.com,-5291,00:51.4,Standard,FALSE
CUST1169,William,Johnson,williamj@example.com,-11323,00:51.4,Premium,FALSE
CUST1170,James,Gonzalez,james.gonzalez@example.com,-5468,00:51.4,Premium,TRUE
CUST1171,Richard,Rodriguez,richardr@example.com,-2908,00:51.4,Standard,TRUE
CUST1172,Linda,Brown,lindab@example.com,-5256,00:51.4,Premium,TRUE
CUST1173,Thomas,Jones,thomasj@example.com,-7732,00:51.4,Standard,FALSE
CUST1174,Lisa,Johnson,lisaj@example.com,-3237,00:51.4,Standard,TRUE
CUST1175,Jennifer,Hernandez,jenniferh@example.com,-5986,00:51.4,Basic,TRUE
CUST1176,Linda,Johnson,lindaj@example.com,-2961,00:51.4,Standard,TRUE
CUST1177,Emma,Rodriguez,emma.rodriguez@example.com,-4422,00:51.4,Premium,FALSE
CUST1178,Robert,Lopez,robert.lopez@example.com,-4203,00:51.4,Basic,FALSE
CUST1179,Richard,Smith,richard.smith@example.com,-3362,00:51.4,Standard,FALSE
CUST1180,William,Gonzalez,williamg@example.com,-5251,00:51.4,Standard,TRUE
CUST1181,Anna,Rodriguez,annar@example.com,-7490,00:51.4,Standard,FALSE
CUST1182,Jennifer,Brown,jenniferb@example.com,-2519,00:51.4,Premium,TRUE
CUST1183,Richard,Smith,richards@example.com,-8770,00:51.4,Standard,FALSE
CUST1184,Sarah,Johnson,sarah.johnson@example.com,-3853,00:51.4,Basic,TRUE
CUST1185,Lisa,Rodriguez,lisar@example.com,-10930,00:51.4,Standard,FALSE
CUST1186,Linda,Brown,lindab@example.com,-2494,00:51.4,Standard,FALSE
CUST1187,Lisa,Martinez,lisam@example.com,-6462,00:51.4,Basic,FALSE
CUST1188,Richard,Rodriguez,richardr@example.com,-5438,00:51.4,Premium,FALSE
CUST1189,Richard,Miller,richardm@example.com,-6130,00:51.4,Standard,TRUE
CUST1190,Anna,Rodriguez,annar@example.com,-11313,00:51.4,Premium,TRUE
CUST1191,Lisa,Smith,lisas@example.com,-2673,00:51.4,Premium,FALSE
CUST1192,Jennifer,Lopez,jenniferl@example.com,-3517,00:51.4,Premium,FALSE
CUST1193,Maria,Jones,mariaj@example.com,-3625,00:51.4,Standard,TRUE
CUST1194,Jennifer,Williams,jenniferw@example.com,-5981,00:51.4,Standard,TRUE
CUST1195,Maria,Lopez,marial@example.com,-6676,00:51.4,Standard,FALSE
CUST1196,Richard,Davis,richardd@example.com,-5597,00:51.4,Premium,TRUE
CUST1197,Robert,Rodriguez,robertr@example.com,-6238,00:51.4,Premium,TRUE
CUST1198,Thomas,Hernandez,thomash@example.com,-8155,00:51.4,Standard,TRUE
CUST1199,John,Jones,johnj@example.com,-2741,00:51.4,Premium,TRUE
CUST1200,David,Jones,davidj@example.com,-4353,00:51.4,Standard,FALSE
